_type,evt_block_time,evt_index,index,start,place_in_line,amount,price_per_pod,filled_beans,_from,_to,weather,yield_to_maturity,amount_classification
pod-listing-filled,2022-03-03T17:00:57+00:00,322,46868301.37475,0,23746404.459499,500,0.18,90.00,\x521415eec0f5bec71704aaaf9ae0afe70323ffab,,,,"< 10,000 pods"
pod-listing-filled,2022-03-03T17:40:40+00:00,696,46868801.37475,0,23746904.459499,17072.714466,0.18,3073.08860388,\x521415eec0f5bec71704aaaf9ae0afe70323ffab,,,,"< 25,000 pods"
pod-order-filled,2022-03-04T13:21:04+00:00,396,629670321.709709,0,606540023.761312,18284.6154,0.01,182.846154,\xa9b13316697deb755cd86585de872ea09894ef0f,\x0b8e605a7446801ae645e57de5aabbc251cd1e3c,,,"< 25,000 pods"
pod-listing-filled,2022-03-04T20:52:36+00:00,321,48209459.794464,0,25149162.500415,493.432238,0.21,103.62076998,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,20.1199999995951719,4.2251999999149861,"< 10,000 pods"
pod-listing-filled,2022-03-05T03:00:28+00:00,232,36323537.232509,0,13191702.602772,12626.256958,0.38,4797.97764404,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 25,000 pods"
pod-listing-filled,2022-03-06T05:45:57+00:00,325,27998581.579668,0,4866746.949931,16250,0.49,7962.50,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 25,000 pods"
pod-listing-filled,2022-03-06T05:55:42+00:00,301,25058632.122103,0,1926797.492366,10000,0.73,7300.00,\xc6e76a8ca58b58a72116d73256990f6b54edc096,,12.5900000000000000,9.1907000000000000,"< 25,000 pods"
pod-listing-filled,2022-03-06T06:31:38+00:00,106,27783526.116217,0,4826746.949931,15093.059974,0.7,10565.1419818,\x8d06ffb1500343975571cc0240152c413d803778,,14.4400000000000000,10.1080000000000000,"< 25,000 pods"
pod-listing-filled,2022-03-06T06:33:30+00:00,166,48279953.88105,0,25148119.251313,12566.933733,0.21,2639.05608393,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,,,"< 25,000 pods"
pod-listing-filled,2022-03-06T07:27:27+00:00,382,48292520.814783,0,25160686.185046,10151.634029,0.21,2131.84314609,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,,,"< 25,000 pods"
pod-listing-filled,2022-03-06T07:53:06+00:00,54,230527620.752329,0,207395786.122592,84912.848439,0.05,4245.64242195,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,22.8999999993524457,1.1449999999676223,"< 100,000 pods"
pod-listing-filled,2022-03-06T08:11:08+00:00,383,94280226.431848,0,71148391.802111,2058.92,0.09,185.3028,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 10,000 pods"
pod-listing-filled,2022-03-06T10:08:24+00:00,207,401405678.29034,0,378273843.660603,33796,0.024,811.104,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,26.9499999996536827,0.64679999999168838483,"< 50,000 pods"
pod-listing-filled,2022-03-06T10:11:24+00:00,153,94282285.351848,0,71150450.722111,11111.111111,0.09,999.99999999,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 25,000 pods"
pod-listing-filled,2022-03-06T10:21:01+00:00,17,27973674.639642,0,4841840.009905,24906.940025,0.7,17434.8580175,\x8d06ffb1500343975571cc0240152c413d803778,,,,"< 25,000 pods"
pod-listing-filled,2022-03-06T11:57:06+00:00,235,35443835.431735,0,12312000.801998,4460.707602,0.45,2007.31842090,\x7a25275eae1aaaf0d85b8d5955b6dbc727a27eac,,16.0999999999497438,7.2449999999773847,"< 10,000 pods"
pod-listing-filled,2022-03-06T15:59:34+00:00,149,40848235.510054,0,17716400.880317,655.888982,0.4,262.3555928,\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,,18.2900000000000000,7.3160000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-06T17:40:30+00:00,151,43657916.319211,0,20526081.689474,20000,0.297,5940.000,\x374e518f85ab75c116905fc69f7e0dc9f0e2350c,,,,"< 25,000 pods"
pod-listing-filled,2022-03-07T04:46:59+00:00,129,94293396.462959,0,71161561.833222,11277.021866,0.09,1014.93196794,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 25,000 pods"
pod-order-filled,2022-03-07T07:56:47+00:00,112,27783526.116217,157309.801751,4809001.288231,17745.6617,0.4,7098.26468,\x8d06ffb1500343975571cc0240152c413d803778,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,14.4400000000000000,5.7760000000000000,"< 25,000 pods"
pod-listing-filled,2022-03-07T08:21:55+00:00,75,396658256.087892,0,373526421.458155,13913.764863,0.03,417.41294589,\xc55262ba8827d780df391bfd6189598c0815b0e3,,26.0199999999607083,0.78059999999882124902,"< 25,000 pods"
pod-listing-filled,2022-03-07T08:23:19+00:00,310,94304673.484825,0,71172838.855088,11111.111111,0.09,999.99999999,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 25,000 pods"
pod-order-filled,2022-03-07T09:10:16+00:00,265,24719262.956173,10064.177626,1597492.504062,2443.637935,0.53,1295.12810555,\x7ffa930d3f4774a0ba1d1fbb5b26000bbb90ca70,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,12.4499999992183463,6.5984999995857235,"< 10,000 pods"
pod-listing-filled,2022-03-07T19:13:00+00:00,432,94315784.595936,0,71183949.966199,500,0.09,45.00,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 10,000 pods"
pod-listing-filled,2022-03-07T22:32:13+00:00,103,27612610.53843,0,4480775.908693,4000,0.65,2600.00,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-08T03:02:52+00:00,180,271616769.085401,0,248484934.455664,38071.6006,0.04,1522.864024,\x550586fc064315b54af25024415786843131c8c1,,22.0000000000000000,0.88000000000000000000,"< 50,000 pods"
pod-listing-filled,2022-03-08T05:17:56+00:00,450,47581305.347767,0,24449470.71803,16000,0.25,4000.00,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 25,000 pods"
pod-order-filled,2022-03-08T10:20:04+00:00,717,25068632.122103,0,1934354.834394,3742.630948,0.4,1497.0523792,\xc6e76a8ca58b58a72116d73256990f6b54edc096,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,"< 10,000 pods"
pod-listing-filled,2022-03-08T10:49:42+00:00,304,24719262.956173,0,1584985.668464,10064.177624,0.845,8504.230092280,\x7ffa930d3f4774a0ba1d1fbb5b26000bbb90ca70,,12.4499999992183463,10.5202499993395026,"< 25,000 pods"
pod-listing-filled,2022-03-08T10:50:19+00:00,751,26012896.495787,0,2878619.208078,1481.84604,0.8,1185.476832,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-08T10:52:10+00:00,423,27616610.53843,0,4482333.250721,4615.384615,0.65,2999.99999975,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-08T21:47:04+00:00,317,128573965.237372,0,105436930.787272,29930.693725,0.08,2394.45549800,\x22aa1f4173b826451763ebfce22cf54a0603163c,,,,"< 50,000 pods"
pod-listing-filled,2022-03-08T22:17:08+00:00,536,94316284.595936,0,71179250.145836,28075.664488,0.09,2526.80980392,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 50,000 pods"
pod-listing-filled,2022-03-08T22:26:53+00:00,238,94344360.260424,0,71207325.810324,12500,0.09,1125.00,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 25,000 pods"
pod-listing-filled,2022-03-08T22:32:39+00:00,385,94356860.260424,0,71219825.810324,25000,0.09,2250.00,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 50,000 pods"
pod-listing-filled,2022-03-09T00:10:54+00:00,244,94381860.260424,0,71241967.424963,47500,0.09,4275.00,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 50,000 pods"
pod-listing-filled,2022-03-09T00:27:31+00:00,679,93005074.342273,0,69865181.506812,19146.381225,0.12,2297.56574700,\x14c506c362698270a119e1fe59a5428621f4cebf,,,,"< 25,000 pods"
pod-listing-filled,2022-03-09T00:41:54+00:00,112,94429360.260424,0,71289467.424963,86512.840254,0.09,7786.15562286,\x04eb6206b41cf3dee5f034927d75cd462e58533b,,,,"< 100,000 pods"
pod-listing-filled,2022-03-09T02:03:27+00:00,126,93024220.723498,0,69883249.98894,37500,0.12,4500.00,\x14c506c362698270a119e1fe59a5428621f4cebf,,,,"< 50,000 pods"
pod-listing-filled,2022-03-09T03:40:28+00:00,58,36336163.489467,0,13189088.172868,20195,0.45,9087.75,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 25,000 pods"
pod-listing-filled,2022-03-09T03:42:08+00:00,276,43677916.319211,0,20530841.002612,20412.646464,0.297,6062.555999808,\x374e518f85ab75c116905fc69f7e0dc9f0e2350c,,,,"< 25,000 pods"
pod-listing-filled,2022-03-09T04:48:55+00:00,224,27621225.923045,0,4466743.797768,5444.708446,0.65,3539.06048990,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-order-filled,2022-03-09T05:01:33+00:00,52,490262408.247583,436815.986689,467537419.70186,500000,0.012,6000.000,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,"> 100,000 pods"
pod-listing-filled,2022-03-09T05:09:33+00:00,228,31200843.015592,0,8039038.48318,4742,0.55,2608.10,\xdda42f12b8b2ccc6717c053a2b772bad24b08cbd,,14.0000000000000000,7.7000000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-09T05:15:10+00:00,641,31205585.015592,0,8043780.48318,512.52218,0.55,281.8871990,\xdda42f12b8b2ccc6717c053a2b772bad24b08cbd,,,,"< 10,000 pods"
pod-listing-filled,2022-03-09T07:16:25+00:00,125,128603895.931097,0,105434029.049084,125375.7465,0.08,10030.059720,\x22aa1f4173b826451763ebfce22cf54a0603163c,,,,"> 100,000 pods"
pod-listing-filled,2022-03-09T07:34:03+00:00,253,128729271.677597,0,105559404.795584,31250,0.08,2500.00,\x22aa1f4173b826451763ebfce22cf54a0603163c,,,,"< 50,000 pods"
pod-listing-filled,2022-03-09T07:40:28+00:00,424,271654840.686001,0,248484973.803988,62132.577144,0.04,2485.30308576,\x550586fc064315b54af25024415786843131c8c1,,,,"< 100,000 pods"
pod-listing-filled,2022-03-09T09:18:14+00:00,11,43698328.965675,0,20520630.906041,5334.210734,0.297,1584.260587998,\x374e518f85ab75c116905fc69f7e0dc9f0e2350c,,,,"< 10,000 pods"
pod-listing-filled,2022-03-09T14:36:39+00:00,328,25475014.033485,0,2293671.447899,275,0.82,225.50,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,13.3100000000000000,10.9142000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-09T14:39:30+00:00,325,28016464.232729,0,4834866.830903,7011.850078,0.69,4838.17655382,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-09T17:03:43+00:00,603,26843283.499797,0,3937261.106413,70000,0.78,54600.00,\x8d06ffb1500343975571cc0240152c413d803778,,14.4300000000000000,11.2554000000000000,"< 100,000 pods"
pod-listing-filled,2022-03-09T17:05:47+00:00,96,43703663.176409,0,20519771.469106,41139.42961,0.297,12218.41059417,\x374e518f85ab75c116905fc69f7e0dc9f0e2350c,,,,"< 50,000 pods"
pod-listing-filled,2022-03-09T17:07:10+00:00,373,48383341.927353,0,25199450.22005,32339.941743,0.37,11965.77844491,\xbae7a9b7df36365cb17004fd2372405773273a68,,20.2699999999346692,7.4998999999758276,"< 50,000 pods"
pod-listing-filled,2022-03-09T17:27:02+00:00,276,128760521.677597,0,105576629.970294,37500,0.08,3000.00,\x22aa1f4173b826451763ebfce22cf54a0603163c,,,,"< 50,000 pods"
pod-listing-filled,2022-03-09T17:37:22+00:00,791,128798021.677597,0,105614129.970294,13946.070284,0.08,1115.68562272,\x22aa1f4173b826451763ebfce22cf54a0603163c,,,,"< 25,000 pods"
pod-listing-filled,2022-03-09T17:54:18+00:00,97,641335218.453068,0,618151326.745765,40691.5332,0.02,813.830664,\xd4bb9cc352ab9b8965a87bde35508695b09d40fb,,56.7000000000000000,1.1340000000000000,"< 50,000 pods"
pod-listing-filled,2022-03-09T21:03:55+00:00,116,277250339.397938,0,254080907.485949,100000,0.05,5000.00,\x2a7685c8c01e99eb44f635591a7d40d3a344da6f,,21.9199999997182542,1.0959999999859127,"> 100,000 pods"
pod-listing-filled,2022-03-09T21:05:08+00:00,402,276364944.621992,0,253170817.257127,40316.136394,0.05,2015.80681970,\x9f083538a30e6bfe1c9e644c47d9e22ccc5ce56e,,21.9499999994681317,1.0974999999734066,"< 50,000 pods"
pod-listing-filled,2022-03-09T22:38:56+00:00,546,277396766.693154,0,254202639.328289,135654.646253,0.06,8139.27877518,\x550586fc064315b54af25024415786843131c8c1,,21.9099999993950812,1.3145999999637049,"> 100,000 pods"
pod-listing-filled,2022-03-09T22:40:23+00:00,662,299905735.929341,0,276711608.564476,200000,0.0549,10980.0000,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,21.5899999999752925,1.1852909999986436,"> 100,000 pods"
pod-listing-filled,2022-03-09T22:42:50+00:00,217,490699224.234272,0,467505096.869407,111570,0.03,3347.10,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"> 100,000 pods"
pod-listing-filled,2022-03-09T22:44:11+00:00,401,28023476.082807,0,4829348.717942,3368.588734,0.69,2324.32622646,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T00:45:02+00:00,110,641375909.986268,0,618179270.150419,16603.151206,0.02,332.06302412,\xd4bb9cc352ab9b8965a87bde35508695b09d40fb,,,,"< 25,000 pods"
pod-listing-filled,2022-03-10T00:48:19+00:00,222,656295710.754397,0,633099070.918548,12525.1265,0.02,250.502530,\xc79d5fbf80e00f7c67318d31f0461b96248da042,,,,"< 25,000 pods"
pod-listing-filled,2022-03-10T01:49:48+00:00,456,35448296.139339,0,12251607.716538,10664.522666,0.5,5332.2613330,\x1a677955f6f111061393beffbf350b22863e1fa3,,16.1199999997108979,8.0599999998554490,"< 25,000 pods"
pod-listing-filled,2022-03-10T04:52:52+00:00,604,31206097.537772,0,8009409.114971,315.345761,0.55,173.44016855,\xdda42f12b8b2ccc6717c053a2b772bad24b08cbd,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T04:55:20+00:00,116,35458960.662005,0,12262272.239204,8622.953342,0.5,4311.4766710,\x1a677955f6f111061393beffbf350b22863e1fa3,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T04:56:48+00:00,94,28026844.671541,0,4830156.24874,7520.625644,0.69,5189.23169436,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T10:43:19+00:00,785,94235781.987404,0,71035057.614534,6434.958505,0.2,1286.9917010,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T13:41:30+00:00,507,35467583.615347,0,12264408.224837,10448.687894,0.5,5224.3439470,\x1a677955f6f111061393beffbf350b22863e1fa3,,,,"< 25,000 pods"
pod-listing-filled,2022-03-10T13:46:15+00:00,329,35478032.303241,0,12274856.912731,2067.065581,0.5,1033.5327905,\x1a677955f6f111061393beffbf350b22863e1fa3,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T15:50:38+00:00,530,490810794.234272,0,467604863.774013,16666.666666,0.03,499.99999998,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 25,000 pods"
pod-listing-filled,2022-03-10T19:26:59+00:00,311,48415681.869096,0,25194459.725264,3484.401554,0.37,1289.22857498,\xbae7a9b7df36365cb17004fd2372405773273a68,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T21:25:45+00:00,520,94242216.945909,0,71020994.802077,1640.31493,0.2,328.062986,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-10T21:30:16+00:00,166,94243857.260839,0,71022635.117007,11391.726565,0.2,2278.3453130,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 25,000 pods"
pod-listing-filled,2022-03-11T07:05:58+00:00,592,48419166.27065,0,25189069.127374,9435.437298,0.37,3491.11180026,\xbae7a9b7df36365cb17004fd2372405773273a68,,,,"< 10,000 pods"
pod-listing-filled,2022-03-11T11:24:43+00:00,535,81428887.071705,0,58176189.921962,861.309251,0.33,284.23205283,\x0679be304b60cd6ff0c254a16ceef02cb19ca1b8,,23.6199999999969719,7.7945999999990007,"< 10,000 pods"
pod-listing-filled,2022-03-11T18:23:39+00:00,159,490827460.900938,0,467563231.504454,134211.333334,0.03,4026.34000002,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"> 100,000 pods"
pod-listing-filled,2022-03-11T18:25:38+00:00,409,405009250.17802,0,381745020.781536,483255.91458,0.05,24162.7957290,\x85971eb6073d28edf8f013221071bdbb9deda1af,,28.7699999998405943,1.4384999999920297,"> 100,000 pods"
pod-listing-filled,2022-03-11T18:50:25+00:00,614,228812087.12355,0,205547857.727066,4954.9711,0.07,346.847977,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-11T19:05:04+00:00,59,228817042.09465,0,205552421.123729,7229.528214,0.07,506.06697498,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-order-filled,2022-03-11T21:25:28+00:00,177,94293396.462959,0,71028117.662118,11277.021866,0.1,1127.7021866,\xe341d029a0541f84f53de23e416bee8132101e48,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,"< 25,000 pods"
pod-listing-filled,2022-03-11T21:28:26+00:00,75,693193337.526291,0,669928058.72545,56385.1093,0.02,1127.702186,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,72.5299999980796141,1.4505999999615923,"< 100,000 pods"
pod-order-filled,2022-03-11T21:34:20+00:00,278,40848235.510054,0,17582956.709213,655.888982,0.25,163.97224550,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,18.2900000000000000,4.5725000000000000,"< 10,000 pods"
pod-order-filled,2022-03-11T21:35:41+00:00,436,43657916.319211,0,20392637.51837,20000,0.25,5000.00,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,"< 25,000 pods"
pod-listing-filled,2022-03-11T21:39:02+00:00,362,693249722.635591,0,669984443.83475,37903.8907,0.02,758.077814,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 50,000 pods"
pod-listing-filled,2022-03-11T22:23:18+00:00,211,228824271.622864,0,205558981.908474,28977.789728,0.07,2028.44528096,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 50,000 pods"
pod-order-filled,2022-03-12T00:05:44+00:00,266,693535758.530681,0,670269772.030651,138626.226222,0.017,2356.645845774,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,72.5499999920106750,1.2333499998641815,"> 100,000 pods"
pod-order-filled,2022-03-12T00:07:10+00:00,160,693083416.760383,0,669817430.260353,72530,0.017,1233.010,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,72.5299999996715695,1.2330099999944167,"< 100,000 pods"
pod-listing-filled,2022-03-12T01:21:00+00:00,115,202159243.561586,0,178963257.101453,3759.398496,0.133,499.999999968,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,23.3599999999820761,3.1068799999976161,"< 10,000 pods"
pod-listing-filled,2022-03-12T06:36:57+00:00,200,32787450.18812,0,9505541.271878,2961.087365,0.75,2220.81552375,\xbf8a064c575093bf91674c5045e144a347eee02e,,15.3300000000000000,11.4975000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-12T06:48:31+00:00,84,27205591.471716,0,3923682.555474,3000,0.79,2370.00,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,14.4300000000000000,11.3997000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-12T06:48:31+00:00,84,27205591.471716,0,3923682.555474,3000,0.79,2370.00,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,14.4300000000000000,11.3997000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-12T06:48:31+00:00,84,27205591.471716,0,3923682.555474,3000,0.79,2370.00,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,14.4300000000000000,11.3997000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-12T06:48:31+00:00,84,27205591.471716,0,3923682.555474,3000,0.79,2370.00,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,14.4300000000000000,11.3997000000000000,"< 10,000 pods"
pod-order-filled,2022-03-12T07:09:27+00:00,157,92734901.265345,0,69445681.825197,18284.62,0.1,1828.462,\xa9b13316697deb755cd86585de872ea09894ef0f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,"< 25,000 pods"
pod-order-filled,2022-03-12T07:11:42+00:00,359,92716616.649965,2520.402726,69429917.612543,15764.212654,0.1,1576.4212654,\xa9b13316697deb755cd86585de872ea09894ef0f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,"< 25,000 pods"
pod-order-filled,2022-03-12T07:18:17+00:00,95,25072374.753051,0,1783155.312903,508.670984,0.7,356.0696888,\x5a57107a58a0447066c376b211059352b617c3ba,\x55493d2bf0860b23a6789e9beff8d03ce03911cd,12.6499999998159013,8.8549999998711309,"< 10,000 pods"
pod-order-filled,2022-03-12T07:18:57+00:00,171,24937249.001452,0,1648029.561304,476.81166,0.7,333.768162,\x5a57107a58a0447066c376b211059352b617c3ba,\x55493d2bf0860b23a6789e9beff8d03ce03911cd,12.5499999995673447,8.7849999996971413,"< 10,000 pods"
pod-listing-filled,2022-03-12T08:13:11+00:00,431,202233002.999979,0,178941335.363555,2326.237721,0.133,309.389616893,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,,,"< 10,000 pods"
pod-listing-filled,2022-03-12T10:00:50+00:00,139,218671968.549714,0,195372634.435869,3855.741975,0.12,462.68903700,\x0679be304b60cd6ff0c254a16ceef02cb19ca1b8,,23.1099999990467758,2.7731999998856131,"< 10,000 pods"
pod-listing-filled,2022-03-12T10:21:55+00:00,1517,694491673.804561,0,671192339.690716,8976.1768,0.02,179.523536,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,72.5000000000000000,1.4500000000000000,"< 10,000 pods"
pod-listing-filled,2022-03-12T13:53:48+00:00,43,27208591.471716,0,3906958.212529,2818.086336,0.79,2226.28820544,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-12T15:53:21+00:00,162,202235329.2377,0,178926595.116408,1466.439378,0.14,205.30151292,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,,,,"< 10,000 pods"
pod-order-filled,2022-03-12T16:09:49+00:00,130,694574785.077846,88383.049,671353809.852991,42152.951,0.016,674.447216,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,72.5099999996248487,1.1601599999939976,"< 50,000 pods"
pod-listing-filled,2022-03-12T17:34:25+00:00,341,228853249.412592,0,205543891.138737,7142.857142,0.07,499.99999994,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-12T17:51:33+00:00,292,25068632.122103,0,1759273.848248,3742.630947,0.9,3368.3678523,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 10,000 pods"
pod-listing-filled,2022-03-12T19:11:48+00:00,224,694500649.981361,0,671182606.317911,74135.096485,0.02,1482.70192970,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 100,000 pods"
pod-listing-filled,2022-03-12T19:27:35+00:00,354,221365023.65987,0,198046979.99642,48943.894047,0.08,3915.51152376,\xbae7a9b7df36365cb17004fd2372405773273a68,,23.0599999997567296,1.8447999999805384,"< 50,000 pods"
pod-listing-filled,2022-03-12T19:27:59+00:00,57,228860392.269734,0,205542348.606284,27884.104039,0.07,1951.88728273,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"< 50,000 pods"
pod-listing-filled,2022-03-12T19:28:11+00:00,78,277250339.397938,0,253932295.734488,24695.452876,0.09,2222.59075884,\x2a7685c8c01e99eb44f635591a7d40d3a344da6f,,21.9199999997182542,1.9727999999746429,"< 25,000 pods"
pod-listing-filled,2022-03-12T19:28:34+00:00,243,296679653.218877,0,273361609.555427,89966.0164,0.08,7197.281312,\x9f083538a30e6bfe1c9e644c47d9e22ccc5ce56e,,,,"< 100,000 pods"
pod-listing-filled,2022-03-12T19:29:25+00:00,278,296769619.235277,0,273451575.571827,28239.348266,0.08,2259.14786128,\x9f083538a30e6bfe1c9e644c47d9e22ccc5ce56e,,,,"< 50,000 pods"
pod-listing-filled,2022-03-12T19:30:48+00:00,45,490961672.234272,0,467643628.570822,127509.8648,0.04,5100.394592,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,,,,"> 100,000 pods"
